"","numeric_id_1","numeric_id_2"
"1",495,116
"2",95697,116
"3",83939,116
"4",6250,1295
"5",87271,196
"6",23505,196
"7",123414,116
"8",48390,116
"9",31982,196
"10",149168,116
"11",162211,1295
"12",102735,116
"13",43168,196
"14",45477,196
"15",61782,196
"16",133935,116
"17",148669,1295
"18",90126,116
"19",116,9651
"20",116,36837
"21",116,35679
"22",116,133665
"23",116,64867
"24",116,1966
"25",116,90958
"26",116,47854
"27",116,45694
"28",116,20275
"29",116,31148
"30",116,8893
"31",116,63843
"32",116,25829
"33",116,6015
"34",116,87479
"35",116,151032
"36",116,50129
"37",116,126456
"38",116,89646
"39",116,99491
"40",116,6717
"41",116,6089
"42",116,128803
"43",116,51126
"44",116,135075
"45",116,47815
"46",116,80630
"47",116,78608
"48",116,69596
"49",116,89907
"50",116,14166
"51",116,29144
"52",116,166720
"53",116,110938
"54",116,137828
"55",116,7659
"56",116,24722
"57",116,72787
"58",116,10325
"59",116,166498
"60",116,68655
"61",116,12615
"62",116,65812
"63",116,58440
"64",116,47687
"65",116,58674
"66",116,64290
"67",116,152100
"68",116,8872
"69",116,49052
"70",116,54656
"71",116,139294
"72",116,17661
"73",116,72664
"74",116,64409
"75",116,102700
"76",116,49304
"77",116,113131
"78",116,108789
"79",116,115559
"80",116,136819
"81",116,152234
"82",116,41871
"83",116,2230
"84",116,155776
"85",116,77474
"86",116,55580
"87",116,19290
"88",116,128698
"89",116,48309
"90",116,69889
"91",116,64696
"92",116,129984
"93",116,35777
"94",116,112678
"95",116,68690
"96",116,120323
"97",116,28726
"98",116,51359
"99",116,146680
"100",116,143079
"101",116,38613
"102",116,19499
"103",116,2034
"104",116,110498
"105",116,45304
"106",116,12882
"107",116,107149
"108",116,63313
"109",116,88215
"110",116,72641
"111",116,126524
"112",116,17691
"113",116,155201
"114",116,167798
"115",116,19218
"116",116,82457
"117",116,6455
"118",116,2085
"119",116,131680
"120",116,76300
"121",116,52792
"122",116,82079
"123",116,47267
"124",116,16951
"125",116,125771
"126",116,19868
"127",116,23107
"128",116,64393
"129",116,74927
"130",116,17157
"131",116,1008
"132",116,28038
"133",116,20465
"134",116,22966
"135",116,52199
"136",116,71666
"137",116,127480
"138",116,158971
"139",116,66594
"140",116,25842
"141",116,165028
"142",116,5555
"143",116,44949
"144",116,4998
"145",116,58551
"146",116,160894
"147",116,132205
"148",116,144232
"149",116,23173
"150",116,65822
"151",116,89649
"152",116,917
"153",116,109043
"154",116,38057
"155",116,47338
"156",116,6773
"157",116,30575
"158",116,156824
"159",116,6795
"160",116,105382
"161",116,25856
"162",116,124383
"163",116,145774
"164",116,135487
"165",116,117273
"166",116,151575
"167",116,29554
"168",116,92612
"169",116,78091
"170",116,46035
"171",116,16132
"172",116,5288
"173",116,38760
"174",116,17792
"175",116,108693
"176",116,113425
"177",116,44321
"178",116,29857
"179",116,47024
"180",116,123368
"181",116,22524
"182",116,32790
"183",116,70742
"184",116,26996
"185",116,126991
"186",116,6966
"187",116,88007
"188",116,6204
"189",116,13421
"190",116,36293
"191",116,90205
"192",116,44774
"193",116,117170
"194",116,129699
"195",116,82546
"196",116,28176
"197",116,10353
"198",116,91854
"199",116,106834
"200",116,20811
"201",116,88804
"202",116,143177
"203",116,57025
"204",116,102348
"205",116,2982
"206",116,83573
"207",116,30785
"208",116,4056
"209",116,163852
"210",116,112608
"211",116,157980
"212",116,69709
"213",116,149221
"214",116,80020
"215",116,15147
"216",116,12066
"217",116,32938
"218",116,145990
"219",116,25602
"220",116,63680
"221",116,122851
"222",116,36868
"223",116,56893
"224",116,19473
"225",116,121262
"226",116,49442
"227",116,102071
"228",116,162808
"229",116,79060
"230",116,49626
"231",116,22563
"232",116,68632
"233",116,35052
"234",116,12346
"235",116,270
"236",116,53956
"237",116,102720
"238",116,77448
"239",116,22950
"240",116,9329
"241",116,124337
"242",116,26050
"243",116,75766
"244",116,32842
"245",116,113098
"246",116,5296
"247",116,78954
"248",116,129770
"249",116,107892
"250",116,41642
"251",116,114395
"252",116,157352
"253",116,167446
"254",116,126202
"255",116,40303
"256",116,35231
"257",116,61884
"258",116,27942
"259",116,1084
"260",116,94987
"261",116,74269
"262",116,133936
"263",116,96984
"264",116,124955
"265",116,133655
"266",116,158608
"267",116,90139
"268",116,167476
"269",116,18397
"270",116,41015
"271",116,40173
"272",116,53262
"273",116,108737
"274",116,143598
"275",116,93601
"276",116,129946
"277",116,127494
"278",116,21135
"279",116,155353
"280",116,65296
"281",116,55662
"282",116,31553
"283",116,133638
"284",116,939
"285",116,80258
"286",116,117942
"287",116,76074
"288",116,50743
"289",116,135821
"290",116,106915
"291",116,50881
"292",116,21674
"293",116,145542
"294",116,25480
"295",116,26024
"296",116,156357
"297",116,157973
"298",116,107171
"299",116,16685
"300",116,97935
"301",116,43197
"302",116,18127
"303",116,102740
"304",116,102345
"305",116,84470
"306",116,88485
"307",116,82074
"308",116,29437
"309",116,161620
"310",116,35527
"311",116,23227
"312",116,130901
"313",116,113974
"314",116,77696
"315",116,52296
"316",116,44533
"317",116,15345
"318",116,128261
"319",116,79572
"320",116,57462
"321",116,46121
"322",116,11291
"323",116,124323
"324",116,84585
"325",116,90258
"326",116,43222
"327",116,41767
"328",116,94350
"329",116,59577
"330",116,58365
"331",116,10443
"332",116,132928
"333",116,75872
"334",116,59396
"335",116,97686
"336",116,104312
"337",116,32901
"338",116,77273
"339",116,16702
"340",116,12277
"341",116,11023
"342",116,52445
"343",116,75401
"344",116,96199
"345",116,158044
"346",116,134194
"347",116,41257
"348",116,140121
"349",116,120326
"350",116,36236
"351",116,72414
"352",116,13859
"353",116,124987
"354",116,94667
"355",116,121819
"356",116,146088
"357",116,41665
"358",116,739
"359",116,24604
"360",116,17187
"361",116,40817
"362",116,36070
"363",116,25911
"364",116,40596
"365",116,60463
"366",116,70247
"367",116,11283
"368",116,98495
"369",116,26718
"370",116,36997
"371",116,73941
"372",116,12829
"373",116,142793
"374",116,20401
"375",116,23606
"376",116,152734
"377",116,39155
"378",116,15632
"379",116,87693
"380",116,123252
"381",116,41899
"382",116,49986
"383",116,168030
"384",116,125600
"385",116,24707
"386",116,18082
"387",116,54557
"388",116,71285
"389",116,89750
"390",116,18734
"391",116,73082
"392",116,103147
"393",116,102440
"394",116,131254
"395",116,8956
"396",116,131810
"397",116,30050
"398",116,144867
"399",116,4696
"400",116,1063
"401",116,98910
"402",116,77606
"403",116,138822
"404",116,113667
"405",116,10127
"406",116,88067
"407",116,35820
"408",116,112511
"409",116,17398
"410",116,31186
"411",116,161905
"412",116,95327
"413",116,37731
"414",116,24406
"415",116,113488
"416",116,37687
"417",116,85521
"418",116,106349
"419",116,2829
"420",116,138267
"421",116,152702
"422",116,58400
"423",116,118170
"424",116,69345
"425",116,75875
"426",116,78655
"427",116,157026
"428",116,3945
"429",116,136649
"430",116,77803
"431",116,2660
"432",116,28685
"433",116,85543
"434",116,95683
"435",116,12654
"436",116,111217
"437",116,26968
"438",116,160409
"439",116,139374
"440",116,9616
"441",116,94967
"442",116,73217
"443",116,123041
"444",116,159222
"445",116,42779
"446",116,128209
"447",116,6613
"448",116,106281
"449",116,46128
"450",116,111906
"451",116,26005
"452",116,68635
"453",116,140084
"454",116,19281
"455",116,8392
"456",116,40189
"457",116,131307
"458",116,131174
"459",116,6385
"460",116,24897
"461",116,90461
"462",116,91386
"463",116,162414
"464",116,81326
"465",116,110831
"466",116,19928
"467",116,102965
"468",116,114509
"469",116,120911
"470",116,483
"471",116,47288
"472",116,46326
"473",116,16432
"474",116,76375
"475",116,122289
"476",116,84734
"477",116,55707
"478",116,60442
"479",116,127486
"480",116,67547
"481",116,44762
"482",116,161520
"483",116,49679
"484",116,35662
"485",116,124137
"486",116,119468
"487",116,144075
"488",116,23660
"489",116,59417
"490",116,125514
"491",116,67392
"492",116,106093
"493",116,164157
"494",116,151963
"495",116,51620
"496",116,33401
"497",116,117151
"498",116,26117
"499",116,83002
"500",116,136365
"501",116,164153
"502",116,103135
"503",116,70924
"504",116,38219
"505",116,45576
"506",116,35365
"507",116,131192
"508",116,32884
"509",116,146233
"510",116,129999
"511",116,22941
"512",116,142251
"513",116,7187
"514",116,32854
"515",116,56791
"516",116,68844
"517",116,140912
"518",116,73221
"519",116,63227
"520",116,106381
"521",116,167791
"522",116,35578
"523",116,39570
"524",116,100601
"525",116,148231
"526",116,6999
"527",116,109332
"528",116,118661
"529",116,53237
"530",116,121279
"531",116,42044
"532",116,109297
"533",116,109077
"534",116,25386
"535",116,46586
"536",116,49078
"537",116,99078
"538",116,92233
"539",116,71154
"540",116,135049
"541",116,63447
"542",116,48270
"543",116,167804
"544",116,79260
"545",116,60665
"546",116,87933
"547",116,151288
"548",116,7347
"549",116,31209
"550",116,90768
"551",116,64820
"552",116,34203
"553",116,136421
"554",116,114287
"555",116,161844
"556",116,23815
"557",116,56540
"558",116,45340
"559",116,41985
"560",116,32122
"561",116,12968
"562",116,36648
"563",116,103170
"564",116,42750
"565",116,140969
"566",116,108742
"567",116,157718
"568",116,8019
"569",116,62764
"570",116,70237
"571",116,43535
"572",116,103379
"573",116,14221
"574",116,166318
"575",116,38838
"576",116,117335
"577",116,98304
"578",116,4922
"579",116,72262
"580",116,8511
"581",116,134468
"582",116,146453
"583",116,109754
"584",116,38186
"585",116,58837
"586",116,13086
"587",116,143678
"588",116,45593
"589",116,121836
"590",116,114246
"591",116,12935
"592",116,9569
"593",116,135105
"594",116,32701
"595",116,29284
"596",116,120848
"597",116,142496
"598",116,130490
"599",116,103406
"600",116,22372
"601",116,10946
"602",116,21382
"603",116,31247
"604",116,37032
"605",116,25658
"606",116,135445
"607",116,41983
"608",116,83139
"609",116,75236
"610",116,105113
"611",116,39095
"612",116,92784
"613",116,46063
"614",116,95158
"615",116,14008
"616",116,18294
"617",116,32247
"618",116,89183
"619",116,111112
"620",116,102116
"621",116,110885
"622",116,4560
"623",116,153830
"624",116,82544
"625",116,44693
"626",116,35628
"627",116,121442
"628",116,24883
"629",116,110983
"630",116,19255
"631",116,113951
"632",116,150119
"633",116,1588
"634",116,54751
"635",116,735
"636",116,98870
"637",116,15548
"638",116,38415
"639",116,1089
"640",116,88130
"641",116,50731
"642",116,53785
"643",116,129132
"644",116,121188
"645",116,127744
"646",116,113703
"647",116,24195
"648",116,42252
"649",116,5659
"650",116,147074
"651",116,10212
"652",116,65341
"653",116,41522
"654",116,74667
"655",116,120072
"656",116,110317
"657",116,143558
"658",116,142361
"659",116,66125
"660",116,84575
"661",116,80886
"662",116,156553
"663",116,93872
"664",116,162384
"665",116,108984
"666",116,15660
"667",116,26686
"668",116,160517
"669",116,54143
"670",116,6058
"671",116,138262
"672",116,32603
"673",116,119734
"674",116,22260
"675",116,46220
"676",116,29766
"677",116,160067
"678",116,117446
"679",116,45637
"680",116,32782
"681",116,54067
"682",116,54815
"683",116,20924
"684",116,42881
"685",116,86600
"686",116,81592
"687",116,105361
"688",116,60133
"689",116,29655
"690",116,19201
"691",116,139771
"692",116,18939
"693",116,84597
"694",116,36611
"695",116,23451
"696",116,134894
"697",116,71677
"698",116,128820
"699",116,160902
"700",116,98561
"701",116,135135
"702",116,30578
"703",116,5256
"704",116,81630
"705",116,62651
"706",116,108514
"707",116,117607
"708",116,59771
"709",116,48447
"710",116,54024
"711",116,138478
"712",116,26679
"713",116,74604
"714",116,58967
"715",116,167073
"716",116,72790
"717",116,26420
"718",116,118077
"719",116,33642
"720",116,125248
"721",116,151290
"722",116,24464
"723",116,3393
"724",116,135354
"725",116,2400
"726",116,45941
"727",116,24601
"728",116,27014
"729",116,32098
"730",116,87885
"731",116,154276
"732",116,20193
"733",116,152649
"734",116,16612
"735",116,143282
"736",116,129534
"737",116,23455
"738",116,163929
"739",116,48078
"740",116,63409
"741",116,142384
"742",116,103913
"743",116,132440
"744",116,143955
"745",116,7728
"746",116,39834
"747",116,28677
"748",116,38872
"749",116,45024
"750",116,20170
"751",116,1603
"752",116,36335
"753",116,32925
"754",116,109923
"755",116,105413
"756",116,146894
"757",116,98554
"758",116,94983
"759",116,29856
"760",116,128203
"761",116,85705
"762",116,47029
"763",116,97461
"764",116,156220
"765",116,168068
"766",116,31061
"767",116,163067
"768",116,71672
"769",116,50774
"770",116,48545
"771",116,148700
"772",116,40860
"773",116,91965
"774",116,130153
"775",116,42334
"776",116,80410
"777",116,150959
"778",116,452
"779",116,1719
"780",116,114570
"781",116,147461
"782",116,148658
"783",116,47446
"784",116,93360
"785",116,32672
"786",116,165582
"787",116,156770
"788",116,79191
"789",116,26891
"790",116,136406
"791",116,146263
"792",116,61282
"793",116,166414
"794",116,147642
"795",116,31700
"796",116,26632
"797",116,143290
"798",116,78575
"799",116,78706
"800",116,2200
"801",116,144932
"802",116,33994
"803",116,154815
"804",116,110799
"805",116,119422
"806",116,68329
"807",116,142183
"808",116,42586
"809",116,124292
"810",116,34267
"811",116,36642
"812",116,13604
"813",116,28605
"814",116,133556
"815",116,10954
"816",116,142436
"817",116,89642
"818",116,14075
"819",116,100471
"820",116,144990
"821",116,133181
"822",116,61130
"823",116,99229
"824",116,49318
"825",116,87213
"826",116,363
"827",116,101012
"828",116,44476
"829",116,155695
"830",116,107749
"831",116,40745
"832",116,24769
"833",116,48126
"834",116,134075
"835",116,41493
"836",116,96422
"837",116,148628
"838",116,50227
"839",116,70107
"840",116,39877
"841",116,99614
"842",116,26643
"843",116,2249
"844",116,140131
"845",116,41168
"846",116,54117
"847",116,64479
"848",116,132392
"849",116,163039
"850",116,70134
"851",116,82146
"852",116,71393
"853",116,80832
"854",116,140992
"855",116,28116
"856",116,40469
"857",116,66141
"858",116,40399
"859",116,137400
"860",116,102206
"861",116,75502
"862",116,161660
"863",116,5021
"864",116,79483
"865",116,89258
"866",116,124688
"867",116,51420
"868",116,162625
"869",116,113331
"870",116,84447
"871",116,78190
"872",116,154693
"873",116,105881
"874",116,70951
"875",116,163098
"876",116,120167
"877",116,21829
"878",116,86865
"879",116,93774
"880",116,136372
"881",116,80061
"882",116,10466
"883",116,152749
"884",116,62330
"885",116,85899
"886",116,83882
"887",116,53178
"888",116,102736
"889",116,125173
"890",116,47223
"891",116,74920
"892",116,41321
"893",116,87832
"894",116,70519
"895",116,162215
"896",116,62177
"897",116,131132
"898",116,116952
"899",116,58621
"900",116,74446
"901",116,89637
"902",116,39306
"903",116,54728
"904",116,63656
"905",116,120274
"906",116,61748
"907",116,75563
"908",116,147974
"909",116,134288
"910",116,70062
"911",116,43658
"912",116,52578
"913",116,78400
"914",116,46707
"915",116,92227
"916",116,158572
"917",116,35220
"918",116,166510
"919",116,49142
"920",116,94126
"921",116,33055
"922",116,166813
"923",116,2470
"924",116,34650
"925",116,167678
"926",116,20507
"927",116,65943
"928",116,117518
"929",116,123544
"930",116,34726
"931",116,156221
"932",116,160423
"933",116,104586
"934",116,96262
"935",116,114696
"936",116,50713
"937",116,159739
"938",116,3051
"939",116,44463
"940",116,84852
"941",116,119332
"942",116,159052
"943",116,91224
"944",116,29858
"945",116,156169
"946",116,22805
"947",116,66914
"948",116,64193
"949",116,142577
"950",116,16085
"951",116,31180
"952",116,25370
"953",116,70879
"954",116,718
"955",116,164213
"956",116,83695
"957",116,102312
"958",116,55195
"959",116,116573
"960",116,63854
"961",116,161306
"962",116,115971
"963",116,98449
"964",116,89518
"965",116,16289
"966",116,7784
"967",116,65544
"968",116,47101
"969",116,124893
"970",116,49420
"971",116,43709
"972",116,83352
"973",116,56507
"974",116,161687
"975",116,472
"976",116,115921
"977",116,82337
"978",116,47159
"979",116,19316
"980",116,47322
"981",116,7700
"982",116,60930
"983",116,106104
"984",116,18596
"985",116,15301
"986",116,33895
"987",116,64356
"988",116,100469
"989",116,116488
"990",116,66589
"991",116,82497
"992",116,85314
"993",116,23990
"994",116,62707
"995",116,89543
"996",116,81136
"997",116,48253
"998",116,45864
"999",116,57864
"1000",116,107430
"1001",116,6259
"1002",116,89471
"1003",116,115103
"1004",116,34823
"1005",116,140748
"1006",116,106587
"1007",116,127831
"1008",116,80562
"1009",116,165083
"1010",116,53055
"1011",116,135801
"1012",116,64580
"1013",116,166367
"1014",116,121628
"1015",116,147676
"1016",116,133620
"1017",116,77720
"1018",116,102229
"1019",116,102158
"1020",116,142138
"1021",116,52532
"1022",116,146434
"1023",116,109771
"1024",116,35623
"1025",116,58843
"1026",116,49532
"1027",116,148133
"1028",116,25254
"1029",116,28376
"1030",116,130090
"1031",116,1362
"1032",116,40036
"1033",116,137715
"1034",116,23577
"1035",116,18124
"1036",116,64237
"1037",116,68474
"1038",116,52569
"1039",116,87930
"1040",116,70544
"1041",116,5851
"1042",116,144089
"1043",116,110757
"1044",116,80546
"1045",116,35709
"1046",116,44926
"1047",116,154267
"1048",116,19130
"1049",116,32242
"1050",116,13856
"1051",116,127370
"1052",116,82665
"1053",116,19371
"1054",116,74209
"1055",116,136219
"1056",116,30084
"1057",116,93192
"1058",116,52290
"1059",116,64994
"1060",116,83808
"1061",116,103726
"1062",116,54630
"1063",116,67716
"1064",116,164852
"1065",116,85328
"1066",116,152903
"1067",116,27564
"1068",116,71883
"1069",116,109353
"1070",116,80165
"1071",116,7361
"1072",116,95532
"1073",116,24495
"1074",116,104359
"1075",116,109484
"1076",116,9281
"1077",116,15307
"1078",116,39536
"1079",116,88039
"1080",116,73590
"1081",116,132221
"1082",116,124370
"1083",116,148562
"1084",116,29807
"1085",116,100554
"1086",116,101961
"1087",116,64387
"1088",116,29315
"1089",116,6131
"1090",116,129550
"1091",116,69631
"1092",116,117958
"1093",116,148300
"1094",116,31152
"1095",116,118917
"1096",116,75763
"1097",116,17753
"1098",116,100578
"1099",116,118924
"1100",116,167561
"1101",116,80996
"1102",116,53974
"1103",116,42401
"1104",116,162817
"1105",116,10902
"1106",116,67584
"1107",116,127817
"1108",116,66186
"1109",116,80155
"1110",116,53
"1111",116,7616
"1112",116,48502
"1113",116,88188
"1114",116,96429
"1115",116,38243
"1116",116,162648
"1117",116,105862
"1118",116,74483
"1119",116,61808
"1120",116,30073
"1121",116,29846
"1122",116,16712
"1123",116,72532
"1124",116,59097
"1125",116,119918
"1126",116,561
"1127",116,28189
"1128",116,99917
"1129",116,147359
"1130",116,45302
"1131",116,49329
"1132",116,159450
"1133",116,107837
"1134",116,94953
"1135",116,45744
"1136",116,75589
"1137",116,12223
"1138",116,41104
"1139",116,51975
"1140",116,96321
"1141",116,130096
"1142",116,90982
"1143",116,37370
"1144",116,127231
"1145",116,78807
"1146",116,100887
"1147",116,117127
"1148",116,45786
"1149",116,157061
"1150",116,152559
"1151",116,31199
"1152",116,39281
"1153",116,166551
"1154",116,83686
"1155",116,77115
"1156",116,104483
"1157",116,29269
"1158",116,145847
"1159",116,16418
"1160",116,113693
"1161",116,91390
"1162",116,134124
"1163",116,125584
"1164",116,65780
"1165",116,71815
"1166",116,74116
"1167",116,146628
"1168",116,75572
"1169",116,110350
"1170",116,94938
"1171",116,39591
"1172",116,70855
"1173",116,6753
"1174",116,3098
"1175",116,153569
"1176",116,79075
"1177",116,3040
"1178",116,66830
"1179",116,51979
"1180",116,22313
"1181",116,36537
"1182",116,42376
"1183",116,72610
"1184",116,79532
"1185",116,55520
"1186",116,29608
"1187",116,3553
"1188",116,105061
"1189",116,90313
"1190",116,157826
"1191",116,150815
"1192",116,59092
"1193",116,123630
"1194",116,53610
"1195",116,53052
"1196",116,12235
"1197",116,119916
"1198",116,155763
"1199",116,143155
"1200",116,117765
"1201",116,77
"1202",116,69461
"1203",116,128758
"1204",116,8898
"1205",116,83367
"1206",116,75623
"1207",116,129117
"1208",116,104834
"1209",116,162172
"1210",116,124632
"1211",116,103637
"1212",116,17090
"1213",116,39731
"1214",116,81730
"1215",116,122217
"1216",116,121912
"1217",116,50928
"1218",116,78392
"1219",116,53800
"1220",116,46022
"1221",116,61036
"1222",116,88818
"1223",116,107257
"1224",116,77765
"1225",116,78793
"1226",116,72670
"1227",116,114955
"1228",116,24509
"1229",116,21733
"1230",116,124744
"1231",116,95847
"1232",116,158430
"1233",116,55392
"1234",116,77369
"1235",116,58758
"1236",116,9952
"1237",116,145611
"1238",116,125461
"1239",116,77679
"1240",116,109511
"1241",116,97854
"1242",116,50574
"1243",116,137538
"1244",116,116828
"1245",116,51137
"1246",116,35653
"1247",116,68967
"1248",116,72284
"1249",116,21965
"1250",116,61993
"1251",116,155105
"1252",116,51163
"1253",116,9388
"1254",116,37331
"1255",116,86974
"1256",116,158575
"1257",116,150898
"1258",116,137567
"1259",116,121974
"1260",116,123254
"1261",116,43118
"1262",116,143602
"1263",116,75482
"1264",116,41550
"1265",116,74193
"1266",116,38162
"1267",116,124936
"1268",116,57118
"1269",116,79378
"1270",116,30862
"1271",116,2923
"1272",116,30699
"1273",116,99558
"1274",116,106771
"1275",116,39235
"1276",116,87866
"1277",116,111999
"1278",116,108292
"1279",116,76616
"1280",116,98314
"1281",116,94042
"1282",116,63469
"1283",116,152411
"1284",116,66618
"1285",116,85368
"1286",116,29255
"1287",116,139761
"1288",116,73628
"1289",116,106936
"1290",116,42775
"1291",116,161647
"1292",116,23157
"1293",116,37543
"1294",116,67782
"1295",116,143350
"1296",116,7633
"1297",116,154347
"1298",116,92626
"1299",116,62749
"1300",116,46508
"1301",116,124150
"1302",116,85822
"1303",116,37506
"1304",116,19908
"1305",116,93948
"1306",116,46893
"1307",116,138520
"1308",116,118175
"1309",116,152806
"1310",116,36387
"1311",116,58963
"1312",116,53678
"1313",116,39147
"1314",116,13514
"1315",116,159967
"1316",116,70791
"1317",116,26057
"1318",116,65058
"1319",116,91460
"1320",116,108602
"1321",116,450
"1322",116,37180
"1323",116,281
"1324",116,11671
"1325",116,17271
"1326",116,139522
"1327",116,51883
"1328",116,35846
"1329",116,103184
"1330",116,46987
"1331",116,6213
"1332",116,5584
"1333",116,116979
"1334",116,77729
"1335",116,102985
"1336",116,105859
"1337",116,164656
"1338",116,140734
"1339",116,1996
"1340",116,144274
"1341",116,163493
"1342",116,66413
"1343",116,27411
"1344",116,45661
"1345",116,27026
"1346",116,24624
"1347",116,76508
"1348",116,36663
"1349",116,112718
"1350",116,32239
"1351",116,60329
"1352",116,39762
"1353",116,53144
"1354",116,10198
"1355",116,72984
"1356",116,5283
"1357",116,125736
"1358",116,78243
"1359",116,13951
"1360",116,81289
"1361",116,60390
"1362",116,77429
"1363",116,161694
"1364",116,122450
"1365",116,116851
"1366",116,4550
"1367",116,94096
"1368",116,23712
"1369",116,134327
"1370",116,3234
"1371",116,79841
"1372",116,36133
"1373",116,13071
"1374",116,156694
"1375",116,27844
"1376",116,75247
"1377",116,96030
"1378",116,21983
"1379",116,20269
"1380",116,114403
"1381",116,94340
"1382",116,51171
"1383",116,152790
"1384",116,87157
"1385",116,28747
"1386",116,69411
"1387",116,137703
"1388",116,37214
"1389",116,33585
"1390",116,105371
"1391",116,26425
"1392",116,24447
"1393",116,161421
"1394",116,152253
"1395",116,42768
"1396",116,155755
"1397",116,86188
"1398",116,147191
"1399",116,46679
"1400",116,57991
"1401",116,108610
"1402",116,139515
"1403",116,138996
"1404",116,28956
"1405",116,105960
"1406",116,28941
"1407",116,168028
"1408",116,79354
"1409",116,135843
"1410",116,160612
"1411",116,125114
"1412",116,38643
"1413",116,1846
"1414",116,133407
"1415",116,74486
"1416",116,110125
"1417",116,3522
"1418",116,132304
"1419",116,57684
"1420",116,118177
"1421",116,92216
"1422",116,139491
"1423",116,47953
"1424",116,92262
"1425",116,153331
"1426",116,131080
"1427",116,155306
"1428",116,144840
"1429",116,88768
"1430",116,120856
"1431",116,4122
"1432",116,138721
"1433",116,54513
"1434",116,68575
"1435",116,100349
"1436",116,138924
"1437",116,160983
"1438",116,139012
"1439",116,15948
"1440",116,142288
"1441",116,140998
"1442",116,101044
"1443",116,76873
"1444",116,1557
"1445",116,40887
"1446",116,92450
"1447",116,45420
"1448",116,37686
"1449",116,130746
"1450",116,1736
"1451",116,145192
"1452",116,159106
"1453",116,84794
"1454",116,153899
"1455",116,156940
"1456",116,43548
"1457",116,125989
"1458",116,68908
"1459",116,136147
"1460",116,149786
"1461",116,95463
"1462",116,155453
"1463",116,153059
"1464",116,167820
"1465",116,144034
"1466",116,11482
"1467",116,36843
"1468",116,20037
"1469",116,29660
"1470",116,15768
"1471",116,143141
"1472",116,159634
"1473",116,32425
"1474",116,132629
"1475",116,93312
"1476",116,143615
"1477",116,87448
"1478",116,116154
"1479",116,163410
"1480",116,98441
"1481",116,130265
"1482",116,136455
"1483",116,25176
"1484",116,105408
"1485",116,35016
"1486",116,128301
"1487",116,132493
"1488",116,45761
"1489",116,48819
"1490",116,135125
"1491",116,122811
"1492",116,80389
"1493",116,136644
"1494",116,105958
"1495",116,57874
"1496",116,4573
"1497",116,144885
"1498",116,43294
"1499",116,35185
"1500",116,95867
"1501",116,120068
"1502",116,42483
"1503",116,111290
"1504",116,91047
"1505",116,65096
"1506",116,113239
"1507",116,61144
"1508",116,27486
"1509",116,73003
"1510",116,72304
"1511",116,123820
"1512",116,79356
"1513",116,105633
"1514",116,114452
"1515",116,115143
"1516",116,57352
"1517",116,130026
"1518",116,1408
"1519",116,46235
"1520",116,22186
"1521",116,31442
"1522",116,142408
"1523",116,154768
"1524",116,84419
"1525",116,104781
"1526",116,99156
"1527",116,30882
"1528",116,97962
"1529",116,56008
"1530",116,118833
"1531",116,62203
"1532",116,107276
"1533",116,63746
"1534",116,40712
"1535",116,52046
"1536",116,158848
"1537",116,48864
"1538",116,73788
"1539",116,136000
"1540",116,539
"1541",116,162093
"1542",116,56695
"1543",116,128379
"1544",116,150404
"1545",116,132742
"1546",116,132893
"1547",116,167738
"1548",116,49788
"1549",116,38650
"1550",116,9416
"1551",116,10040
"1552",116,111977
"1553",116,20674
"1554",116,39863
"1555",116,138507
"1556",116,66447
"1557",116,5942
"1558",116,12106
"1559",116,135003
"1560",116,140729
"1561",116,102909
"1562",116,166843
"1563",116,80873
"1564",116,26670
"1565",116,156674
"1566",116,113543
"1567",116,8369
"1568",116,11987
"1569",116,123285
"1570",116,121170
"1571",116,27494
"1572",116,50404
"1573",116,6002
"1574",116,148617
"1575",116,91713
"1576",116,65933
"1577",116,144768
"1578",116,30026
"1579",116,1142
"1580",116,93293
"1581",116,6110
"1582",116,20312
"1583",116,70316
"1584",116,156320
"1585",116,54393
"1586",116,128144
"1587",116,26006
"1588",116,49677
"1589",116,66137
"1590",116,8914
"1591",116,141800
"1592",116,69658
"1593",116,72479
"1594",116,123941
"1595",116,139518
"1596",116,104349
"1597",116,119654
"1598",116,135993
"1599",116,33039
"1600",116,114719
"1601",116,68363
"1602",116,111005
"1603",116,117871
"1604",116,167100
"1605",116,165391
"1606",116,23103
"1607",116,148977
"1608",116,151802
"1609",116,120443
"1610",116,80214
"1611",116,145595
"1612",116,125646
"1613",116,162272
"1614",116,81089
"1615",116,37844
"1616",116,33137
"1617",116,4645
"1618",116,139119
"1619",116,43913
"1620",116,68360
"1621",116,149407
"1622",116,73793
"1623",116,150642
"1624",116,153493
"1625",116,3859
"1626",116,34307
"1627",116,9861
"1628",116,148743
"1629",116,138813
"1630",116,41594
"1631",116,142246
"1632",116,111227
"1633",116,27217
"1634",116,85371
"1635",116,53646
"1636",116,33791
"1637",116,146641
"1638",116,5953
"1639",116,77365
"1640",116,106308
